text,intent_name,word_count,text_clean,is_high_risk
How can I use my American Express to add money into my account?,supported_cards_and_currencies,13,how can i use my american express to add money into my account,0
What card or currency can I use to pay?,supported_cards_and_currencies,9,what card or currency can i use to pay,0
My card wants to be topped what do you guys support?,supported_cards_and_currencies,11,my card wants to be topped what do you guys support,0
do you accept from usa credit card?,supported_cards_and_currencies,7,do you accept from usa credit card,0
What currency can I use to pay for a top up?,supported_cards_and_currencies,11,what currency can i use to pay for a top up,0
Do you have a list of the cards and currencies supported?,supported_cards_and_currencies,11,do you have a list of the cards and currencies supported,0
What are the various currencies and cards that you offer support for?,supported_cards_and_currencies,12,what are the various currencies and cards that you offer support for,0
What currencies can be used for top up?,supported_cards_and_currencies,8,what currencies can be used for top up,0
"Do I have to top up in euros if I use a card, or can I use a different currency?",supported_cards_and_currencies,20,do i have to top up in euros if i use a card or can i use a different currency,0
What cards do you support,supported_cards_and_currencies,5,what cards do you support,0
What are the currencies that are accepted to add money?,supported_cards_and_currencies,10,what are the currencies that are accepted to add money,0
What kind of cards an currency do you support?,supported_cards_and_currencies,9,what kind of cards an currency do you support,0
Which cards do you support for top up?,supported_cards_and_currencies,8,which cards do you support for top up,0
"Top up my card please, which y'all support?",supported_cards_and_currencies,8,top up my card please which yall support,0
Do you accept US credit cards?,supported_cards_and_currencies,6,do you accept us credit cards,0
I need to know if you will accept my credit card.,supported_cards_and_currencies,11,i need to know if you will accept my credit card,0
I want to add funds to my account. What payment methods are accepted?,supported_cards_and_currencies,13,i want to add funds to my account what payment methods are accepted,0
"I would like to order a virtual card, where can I get one?",getting_virtual_card,13,i would like to order a virtual card where can i get one,0
"I need to order a new virtual card, how do I do that?",getting_virtual_card,13,i need to order a new virtual card how do i do that,0
How can I sign up for a virtual card?,getting_virtual_card,9,how can i sign up for a virtual card,0
I haven't received my virtual card yet!!,getting_virtual_card,7,i havent received my virtual card yet,0
Can you give me a virtual card?,getting_virtual_card,7,can you give me a virtual card,0
I want to get my hands on one of those virtual cards!,getting_virtual_card,12,i want to get my hands on one of those virtual cards,0
i need a virtual card,getting_virtual_card,5,i need a virtual card,0
How do I get to the virtual cards?,getting_virtual_card,8,how do i get to the virtual cards,0
want to know how to get virtual card,getting_virtual_card,8,want to know how to get virtual card,0
Where is my virtual card?,getting_virtual_card,5,where is my virtual card,0
Where are the virtual cards?,getting_virtual_card,5,where are the virtual cards,0
Is it possible to order a virtual card?,getting_virtual_card,8,is it possible to order a virtual card,0
how to i go about getting my virtual card,getting_virtual_card,9,how to i go about getting my virtual card,0
I don't have a virtual card - how do I get one?,getting_virtual_card,12,i dont have a virtual card how do i get one,0
How to receive virtual card?,getting_virtual_card,5,how to receive virtual card,0
Why haven't I gotten a virtual card yet?,getting_virtual_card,8,why havent i gotten a virtual card yet,0
Where do I order a virtual card?,getting_virtual_card,7,where do i order a virtual card,0
Can i have a virtual card?,getting_virtual_card,6,can i have a virtual card,0
Please explain to me the process of getting a virtual card.,getting_virtual_card,11,please explain to me the process of getting a virtual card,0
my virtual card has not came yet!,getting_virtual_card,7,my virtual card has not came yet,0
Which part of the app do I order virtual cards from?,getting_virtual_card,11,which part of the app do i order virtual cards from,0
Where do I have access to a virtual card?,getting_virtual_card,9,where do i have access to a virtual card,0
How to order a virtual card,getting_virtual_card,6,how to order a virtual card,0
Where do I get a virtual card?,getting_virtual_card,7,where do i get a virtual card,0
Why haven't I been given a virtual card yet?,getting_virtual_card,9,why havent i been given a virtual card yet,0
Can you help me find the virtual card?,getting_virtual_card,8,can you help me find the virtual card,0
How do I go about getting hold of a virtual card?,getting_virtual_card,11,how do i go about getting hold of a virtual card,0
Where's my virtual card,getting_virtual_card,4,wheres my virtual card,0
How can I go about ordering a virtual card?,getting_virtual_card,9,how can i go about ordering a virtual card,0
Where can i find the virtual card?,getting_virtual_card,7,where can i find the virtual card,0
"I'd rather not use my physical card, how can I get a virtual card?",getting_virtual_card,14,id rather not use my physical card how can i get a virtual card,0
What do I have to do to get my virtual card?,getting_virtual_card,11,what do i have to do to get my virtual card,0
can i use my app to get a virtual card,getting_virtual_card,10,can i use my app to get a virtual card,0
How can I obtain a virtual card?,getting_virtual_card,7,how can i obtain a virtual card,0
I'm interested in getting a virtual card.  How do I get one?,getting_virtual_card,12,im interested in getting a virtual card how do i get one,0
What is the way to go about getting a virtual card?,getting_virtual_card,11,what is the way to go about getting a virtual card,0
How can I receive a virtual card?,getting_virtual_card,7,how can i receive a virtual card,0
When will my virtual card arrive?,getting_virtual_card,6,when will my virtual card arrive,0
How do I get my virtual card?,getting_virtual_card,7,how do i get my virtual card,0
how to get virtual card,getting_virtual_card,5,how to get virtual card,0
What is the best way to get my virtual card?,getting_virtual_card,10,what is the best way to get my virtual card,0
"I need to make a purchase online, where is my virtual card?",getting_virtual_card,12,i need to make a purchase online where is my virtual card,0
I look but I see no virtual card. Why is that?,getting_virtual_card,11,i look but i see no virtual card why is that,0
"Hello, what is a virtual card and how do I get one?",getting_virtual_card,12,hello what is a virtual card and how do i get one,0
How come I did not get a virtual card yet?,getting_virtual_card,10,how come i did not get a virtual card yet,0
"how many virtual cards can i have, i want 8",getting_virtual_card,10,how many virtual cards can i have i want NUM,0
How do I get a virtual card on my device?,getting_virtual_card,10,how do i get a virtual card on my device,0
How do I access the virtual card?,getting_virtual_card,7,how do i access the virtual card,0
I'd like more info on getting a virtual card.,getting_virtual_card,9,id like more info on getting a virtual card,0
Do I get to have one of those virtual cards I've heard about?,getting_virtual_card,13,do i get to have one of those virtual cards ive heard about,0
where can i have a virtual card,getting_virtual_card,7,where can i have a virtual card,0
I would love one of the virtual cards!,getting_virtual_card,8,i would love one of the virtual cards,0
I would like to order a virtual card.,getting_virtual_card,8,i would like to order a virtual card,0
I have yet to receive my virtual card,getting_virtual_card,8,i have yet to receive my virtual card,0
How long will it take to receive a virtual card?,getting_virtual_card,10,how long will it take to receive a virtual card,0
Why have I not received a virtual card yet?,getting_virtual_card,9,why have i not received a virtual card yet,0
I can't find the virtual card,getting_virtual_card,6,i cant find the virtual card,0
Can you assist me in acquiring a virtual card?,getting_virtual_card,9,can you assist me in acquiring a virtual card,0
I want one of the virtual cards!,getting_virtual_card,7,i want one of the virtual cards,0
How come I didn't get a virtual card yet?,getting_virtual_card,9,how come i didnt get a virtual card yet,0
And do you have virtual cards instead of physical ones?,getting_virtual_card,10,and do you have virtual cards instead of physical ones,0
How do I go about getting a virtual card?,getting_virtual_card,9,how do i go about getting a virtual card,0
When will I get a virtual card? I haven't gotten one yet,getting_virtual_card,12,when will i get a virtual card i havent gotten one yet,0
Where can I order my virtual card?,getting_virtual_card,7,where can i order my virtual card,0
Where can virtual cards be ordered?,getting_virtual_card,6,where can virtual cards be ordered,0
How can I locate the virtual card?,getting_virtual_card,7,how can i locate the virtual card,0
How long do you have to wait to see your virtual card your ordered?,getting_virtual_card,14,how long do you have to wait to see your virtual card your ordered,0
I want to get a virtual card!,getting_virtual_card,7,i want to get a virtual card,0
How to access my virtual card,getting_virtual_card,6,how to access my virtual card,0
Where can I sign up for a virtual card?,getting_virtual_card,9,where can i sign up for a virtual card,0
Where do i go to receive a virtual card,getting_virtual_card,9,where do i go to receive a virtual card,0
Are there virtual cards,getting_virtual_card,4,are there virtual cards,0
Please let me know how to place an order for a virtual card,getting_virtual_card,13,please let me know how to place an order for a virtual card,0
I ordered a virtual card but it hasn't come through yet,getting_virtual_card,11,i ordered a virtual card but it hasnt come through yet,0
Is there a way to get a virtual card?,getting_virtual_card,9,is there a way to get a virtual card,0
"I haven't received my virtual card yet, do yo know why?",getting_virtual_card,11,i havent received my virtual card yet do yo know why,0
why hasn't my virtual card arrived?,getting_virtual_card,6,why hasnt my virtual card arrived,0
What is the virtual card and how can i get one?,getting_virtual_card,11,what is the virtual card and how can i get one,0
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card,20,i have lost my card but need to place an online order how do i get a virtual card instantly,1
I've got to have one of those virtual cards.,getting_virtual_card,9,ive got to have one of those virtual cards,0
Where is my virtual card located?,getting_virtual_card,6,where is my virtual card located,0
Why have I not yet received my virtual card?,getting_virtual_card,9,why have i not yet received my virtual card,0
Where would I order a virtual card?,getting_virtual_card,7,where would i order a virtual card,0
"I need to order a new card, can you please direct me to the virtual cards?",getting_virtual_card,16,i need to order a new card can you please direct me to the virtual cards,0
I need my virtual card,getting_virtual_card,5,i need my virtual card,0
I haven't received my virtual card.,getting_virtual_card,6,i havent received my virtual card,0
How do I receive a virtual card?,getting_virtual_card,7,how do i receive a virtual card,0
I heard you have virtual cards. How do I get one?,getting_virtual_card,11,i heard you have virtual cards how do i get one,0
I would like a virtual card...how do I get one?,getting_virtual_card,10,i would like a virtual cardhow do i get one,0
explain the virtual card,getting_virtual_card,4,explain the virtual card,0
I'd like like to know where I can order a virtual card?,getting_virtual_card,12,id like like to know where i can order a virtual card,0
what is a virtual and how do i get one,getting_virtual_card,10,what is a virtual and how do i get one,0
why hasn't my virtual card come yet?,getting_virtual_card,7,why hasnt my virtual card come yet,0
Is there a way to order a virtual card on the website?,getting_virtual_card,12,is there a way to order a virtual card on the website,0
Is there an alternative to a physical card?,getting_virtual_card,8,is there an alternative to a physical card,0
Please tell me how I can get a virtual card.,getting_virtual_card,10,please tell me how i can get a virtual card,0
"I did not get my virtual card yet, Why?",getting_virtual_card,9,i did not get my virtual card yet why,0
Where do I find a virtual card?,getting_virtual_card,7,where do i find a virtual card,0
Is there anywhere I can't use my card?,card_acceptance,8,is there anywhere i cant use my card,0
In which stores can I shop with this card?,card_acceptance,9,in which stores can i shop with this card,0
How do I know where I can use my card?,card_acceptance,10,how do i know where i can use my card,0
Can I tell what business will take this card?,card_acceptance,9,can i tell what business will take this card,0
Are there businesses that don't accept this card?,card_acceptance,8,are there businesses that dont accept this card,0
Is the card welcomed by everybody?,card_acceptance,6,is the card welcomed by everybody,0
Do you have a list of businesses that accept this card?,card_acceptance,11,do you have a list of businesses that accept this card,0
What businesses accept this card?,card_acceptance,5,what businesses accept this card,0
What retailers accept my card?,card_acceptance,5,what retailers accept my card,0
This card is accepted by what businesses?,card_acceptance,7,this card is accepted by what businesses,0
Will this card work all over the world?,card_acceptance,8,will this card work all over the world,0
WHAT IS THE ATMOSPHERE OF IT,card_acceptance,6,what is the atmosphere of it,0
What kind of businesses will take my card?,card_acceptance,8,what kind of businesses will take my card,0
Where do I pay with my debit or credit card?,card_acceptance,10,where do i pay with my debit or credit card,0
Can I pay online with my card?,card_acceptance,7,can i pay online with my card,0
Do you know which businesses will accept my card?,card_acceptance,9,do you know which businesses will accept my card,0
Who accepts the card?,card_acceptance,4,who accepts the card,0
You accepts my card?,card_acceptance,4,you accepts my card,0
Is my card accepted anywhere?,card_acceptance,5,is my card accepted anywhere,0
Is my card denied anywhere?,card_acceptance,5,is my card denied anywhere,0
"
Where can I use my card?",card_acceptance,6,where can i use my card,0
Where can I use my Mastercard?,card_acceptance,6,where can i use my mastercard,0
where is card accepted,card_acceptance,4,where is card accepted,0
Where can I pay with my card?,card_acceptance,7,where can i pay with my card,0
Where can my card be used?,card_acceptance,6,where can my card be used,0
Is my card valid everywhere?,card_acceptance,5,is my card valid everywhere,0
Which establishments will accept my card?,card_acceptance,6,which establishments will accept my card,0
Are there limits to businesses that will accept this card?,card_acceptance,10,are there limits to businesses that will accept this card,0
Any place that takes Mastercard would be fine.,card_acceptance,8,any place that takes mastercard would be fine,0
Is there a list of where I can use my card?,card_acceptance,11,is there a list of where i can use my card,0
What are the limits to where my card will be accepted?,card_acceptance,11,what are the limits to where my card will be accepted,0
Can I use my card wherever I want?,card_acceptance,8,can i use my card wherever i want,0
Where can I use my card to pay?,card_acceptance,8,where can i use my card to pay,0
Are there any limits to were my card is accepted?,card_acceptance,10,are there any limits to were my card is accepted,0
Can I use my card while on vacation overseas?,card_acceptance,9,can i use my card while on vacation overseas,0
Are there any places that won't take my card?,card_acceptance,9,are there any places that wont take my card,0
Which merchants accept my card?,card_acceptance,5,which merchants accept my card,0
You can use it anywhere that accepts Mastercard.,card_acceptance,8,you can use it anywhere that accepts mastercard,0
Is there restrictions on where I can use my card?,card_acceptance,10,is there restrictions on where i can use my card,0
Can I use my card for online payments?,card_acceptance,8,can i use my card for online payments,0
Are there limits as to where my card will be accepted?,card_acceptance,11,are there limits as to where my card will be accepted,0
Where do I pay with my card?,card_acceptance,7,where do i pay with my card,0
Which merchants accept this card?,card_acceptance,5,which merchants accept this card,0
Are there any restrictions to where I can use my card?,card_acceptance,11,are there any restrictions to where i can use my card,0
At what places accept my card?,card_acceptance,6,at what places accept my card,0
In what places can I use my card?,card_acceptance,8,in what places can i use my card,0
What places accept my card?,card_acceptance,5,what places accept my card,0
Can I use my card no matter where I go?,card_acceptance,10,can i use my card no matter where i go,0
Will my card work at all merchant locations?,card_acceptance,8,will my card work at all merchant locations,0
How can I know where my card will be accepted?,card_acceptance,10,how can i know where my card will be accepted,0
Can I pay with my card anywhere?,card_acceptance,7,can i pay with my card anywhere,0
Can I use my card anywhere?,card_acceptance,6,can i use my card anywhere,0
Where can I use this card?,card_acceptance,6,where can i use this card,0
What businesses can I use this card with?,card_acceptance,8,what businesses can i use this card with,0
Do all businesses take this card?,card_acceptance,6,do all businesses take this card,0
Where is this card accepted?,card_acceptance,5,where is this card accepted,0
What businesses accept my card?,card_acceptance,5,what businesses accept my card,0
Can i use this card at any store?,card_acceptance,8,can i use this card at any store,0
Are there any restrictions on where I use this card?,card_acceptance,10,are there any restrictions on where i use this card,0
"My top up did not show up as shown and my money has disappeared, can you help me fix this glitch problem?",top_up_reverted,22,my top up did not show up as shown and my money has disappeared can you help me fix this glitch problem,0
Has my top-up been cancelled?,top_up_reverted,5,has my topup been cancelled,0
"I topped up recently and saw the money go through, but now it's just gone? What's going on",top_up_reverted,18,i topped up recently and saw the money go through but now its just gone whats going on,0
For what reason did my top-up get cancelled?,top_up_reverted,8,for what reason did my topup get cancelled,0
I think my top up has been reverted,top_up_reverted,8,i think my top up has been reverted,0
Has my top-up gone through?,top_up_reverted,5,has my topup gone through,0
I went to top up my card and it was cancelled.,top_up_reverted,11,i went to top up my card and it was cancelled,0
I didn't cancel my top-up.,top_up_reverted,5,i didnt cancel my topup,0
I have a reverted top up I made and wanted to know why it didn't go through.,top_up_reverted,17,i have a reverted top up i made and wanted to know why it didnt go through,0
I believe my top up was reverted.,top_up_reverted,7,i believe my top up was reverted,0
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,24,my money is gone i had topped up recently and saw it was there and went through but now its disappeared whats going on,0
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",top_up_reverted,26,hello i have tried using crypto top up but it is not working i had some money in my account but im not sure what happened,0
Why did my top up get reverted?,top_up_reverted,7,why did my top up get reverted,0
What caused my top-up to be returned?,top_up_reverted,7,what caused my topup to be returned,0
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,top_up_reverted,20,what happened to my topup it was all done and now its gone are you having problems with your system,0
Why was my top up reverted?,top_up_reverted,6,why was my top up reverted,0
Seems like my top-up has been cancelled,top_up_reverted,7,seems like my topup has been cancelled,0
Seems like my top up has been cancelled,top_up_reverted,8,seems like my top up has been cancelled,0
"My money has disappeared. I had recently added money in, and saw it was there and went through. Now it's gone. What is happening?",top_up_reverted,24,my money has disappeared i had recently added money in and saw it was there and went through now its gone what is happening,0
"Something is wrong, my top-up is gone and I don't know what happened to my money.",top_up_reverted,16,something is wrong my topup is gone and i dont know what happened to my money,0
My money is nowhere to be found? I talked up earlier and seen it. Now it has vanished. What is going on?,top_up_reverted,22,my money is nowhere to be found i talked up earlier and seen it now it has vanished what is going on,0
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,top_up_reverted,24,my topup was cancelled and i am writing to ask if i need to complete the NUMd secure authentication section before i submit it,0
How come I can't put money in my top up account?,top_up_reverted,11,how come i cant put money in my top up account,0
Why has my top-up been reverted?,top_up_reverted,6,why has my topup been reverted,0
My top up was reverted. Can you help?,top_up_reverted,8,my top up was reverted can you help,0
"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?",top_up_reverted,20,my topup was supposed to be done but now the money is gone is there a glitch in your system,0
Why would my top up be reverted?,top_up_reverted,7,why would my top up be reverted,0
"I tried to make a top-up and it was canceled, why is that?",top_up_reverted,13,i tried to make a topup and it was canceled why is that,0
Did you revert my top up?,top_up_reverted,6,did you revert my top up,0
The app declined my top up. What did I do wrong?,top_up_reverted,11,the app declined my top up what did i do wrong,0
Is there a reason my top-up has been cancelled?,top_up_reverted,9,is there a reason my topup has been cancelled,0
I think you reverted my top up.,top_up_reverted,7,i think you reverted my top up,0
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,top_up_reverted,39,i need someone to find out where my money has gone to it has disappeared i completed a top up earlier and seen it had went through since it has now disappeared i need to know whats going on,0
"For some reason, the money I added was returned.",top_up_reverted,9,for some reason the money i added was returned,0
Why didn't my top up work?,top_up_reverted,6,why didnt my top up work,0
"I went to look at my top-up and it was canceled, can you tell me why this happend?",top_up_reverted,18,i went to look at my topup and it was canceled can you tell me why this happend,0
How does my top-up got cancelled?,top_up_reverted,6,how does my topup got cancelled,0
"Did you lose my money? I had added funds through top-up not long ago and I know they were in my account, but they seem to have disappeared. What happened?",top_up_reverted,30,did you lose my money i had added funds through topup not long ago and i know they were in my account but they seem to have disappeared what happened,0
What happened to my top-up? I think it was cancelled.,top_up_reverted,10,what happened to my topup i think it was cancelled,0
Why did my top-up get reverted?,top_up_reverted,6,why did my topup get reverted,0
Why won't my top up go through?,top_up_reverted,7,why wont my top up go through,0
Please explain why the funds I added were returned to my account.,top_up_reverted,12,please explain why the funds i added were returned to my account,0
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,top_up_reverted,23,why isnt topup working my topup money disappeared after i saw that it was successfully transferred is it gone where did it go,0
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",top_up_reverted,24,my money is gone i had topped up recently and saw it was there and went through but now its disappeared what is happening,0
I did a topup successfully but its not showing in balance. I think there is some problem in system.,top_up_reverted,19,i did a topup successfully but its not showing in balance i think there is some problem in system,0
I put some money in my account the other day but now its gone? Why is this?,top_up_reverted,17,i put some money in my account the other day but now its gone why is this,0
My thoughts were that you offered crypto top up which does not seem to be working. The money has now been taken from my account. What is the problem here?,top_up_reverted,30,my thoughts were that you offered crypto top up which does not seem to be working the money has now been taken from my account what is the problem here,0
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,25,my money is gone i had topped up recently and saw it was there and went through but now its disappeared whats going on,0
"I think my top up may have been reverted, what do I do?",top_up_reverted,13,i think my top up may have been reverted what do i do,0
What is the status of my top up?,top_up_reverted,8,what is the status of my top up,0
"When I top-up, the app reverts it.",top_up_reverted,7,when i topup the app reverts it,0
Why has my top up been cancelled,top_up_reverted,7,why has my top up been cancelled,0
What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,top_up_reverted,26,whats the problem i thought you offered crypto top up this doesnt appear to be working at all my money has now vanished from my account,0
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",top_up_reverted,26,i thought you offer crypto top up but it doesnt seem to be right money just disappeared from my account how it would work,0
Why is my top-up showing as cancelled?,top_up_reverted,7,why is my topup showing as cancelled,0
Why does my top-up get cancelled?,top_up_reverted,6,why does my topup get cancelled,0
What I topped up was reverted by the app.,top_up_reverted,9,what i topped up was reverted by the app,0
I was checking my statement and my top-up has been reverted,top_up_reverted,11,i was checking my statement and my topup has been reverted,0
"My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?",top_up_reverted,21,my money is gone i had topped up recently and saw it was there but now its disappeared whats going on,0
My top up was rejected. Why?,top_up_reverted,6,my top up was rejected why,0
I wanted to know why a top-up I made has been reverted.,top_up_reverted,12,i wanted to know why a topup i made has been reverted,0
What should I do?  I topped off but the app reversed  it.,top_up_reverted,12,what should i do i topped off but the app reversed it,0
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,top_up_reverted,28,i thought crypto top up with something you offer this is not working the money has been deducted from my account can you find out whats going on,0
"Hi, I have done a topup, but my money was reverted. Please look into this issue.",top_up_reverted,16,hi i have done a topup but my money was reverted please look into this issue,0
My top-up has been reverted and I would like to know why.,top_up_reverted,12,my topup has been reverted and i would like to know why,0
How can I tell if my top-up has been cancelled?,top_up_reverted,10,how can i tell if my topup has been cancelled,0
When I topped up the app has seemed to reverted it.,top_up_reverted,11,when i topped up the app has seemed to reverted it,0
I think my top up was reversed.,top_up_reverted,7,i think my top up was reversed,0
I refilled my account balance but got an error message.,top_up_reverted,10,i refilled my account balance but got an error message,0
"My money's disappeared from my account! I topped up the other day and it was there, but now it's not. Help?",top_up_reverted,21,my moneys disappeared from my account i topped up the other day and it was there but now its not help,0
Why is my top-up showing as reverted?,top_up_reverted,7,why is my topup showing as reverted,0
"My top-up was cancelled, could my bank be the problem?",top_up_reverted,10,my topup was cancelled could my bank be the problem,0
"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?",top_up_reverted,23,hiaccordingly you offer crypto top up but it doesnt seem to be working money just disappeared from my accountwhat should be done now,0
Why did you revert my top-up?,top_up_reverted,6,why did you revert my topup,0
My topup got reverted. Please let me know if there is any issue in system.,top_up_reverted,15,my topup got reverted please let me know if there is any issue in system,0
My top-up was reverted by the app.,top_up_reverted,7,my topup was reverted by the app,0
Why was my top up cancelled?,top_up_reverted,6,why was my top up cancelled,0
How do I tell if my top up was reverted?,top_up_reverted,10,how do i tell if my top up was reverted,0
top up cancellation,top_up_reverted,3,top up cancellation,0
"I was under the impression that you offer crypto top up; however,  it doesn't appear to be working. The money has now disappeared from my account so I need to know what the deal is?",top_up_reverted,35,i was under the impression that you offer crypto top up however it doesnt appear to be working the money has now disappeared from my account so i need to know what the deal is,0
I topped up and now my money is not there anymore! What happened to it?,top_up_reverted,15,i topped up and now my money is not there anymore what happened to it,0
Explain why my top up has been reverted please.,top_up_reverted,9,explain why my top up has been reverted please,0
"If my top-up didn't transfer, what went wrong?",top_up_reverted,8,if my topup didnt transfer what went wrong,0
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,top_up_reverted,24,why has my money disappeared i topped up earlier and seen it was there and had went through what seems to be the problem,0
My top up may have been reverted,top_up_reverted,7,my top up may have been reverted,0
"Hi there, I came across a problem with my top up and my money is missing, was there a system error?",top_up_reverted,21,hi there i came across a problem with my top up and my money is missing was there a system error,0
What caused my top up to be reverted?,top_up_reverted,8,what caused my top up to be reverted,0
I got an cancellation error when I was topping up.,top_up_reverted,10,i got an cancellation error when i was topping up,0
Why didnt my top up go through,top_up_reverted,7,why didnt my top up go through,0
When I topped up the app reverted it.,top_up_reverted,8,when i topped up the app reverted it,0
Why was my top-up declined?,top_up_reverted,5,why was my topup declined,0
Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.,top_up_reverted,24,why wasnt my topup accepted and where did that money go at first it said it was confirmed but now i cant find it,0
The app reverted my top up,top_up_reverted,6,the app reverted my top up,0
Why has my top-up been returned to my account?,top_up_reverted,9,why has my topup been returned to my account,0
I topped up but the app declined it,top_up_reverted,8,i topped up but the app declined it,0
The app reverted after I topped-up,top_up_reverted,6,the app reverted after i toppedup,0
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",top_up_reverted,36,im having an issue with transaction i topped up my account and saw it went through but that was a few days ago and the money isnt in my account any more whats up with that,0
Why did my money disappear when I topped up??,top_up_reverted,9,why did my money disappear when i topped up,0
I have a canceled top-up and wanted to know about it.,top_up_reverted,11,i have a canceled topup and wanted to know about it,0
What reasons could cause my top up to be reverted,top_up_reverted,10,what reasons could cause my top up to be reverted,0
Why isn't my top up showing?  Was the money reversed?,top_up_reverted,10,why isnt my top up showing was the money reversed,0
What if my top up is reverted?,top_up_reverted,7,what if my top up is reverted,0
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,top_up_reverted,31,i need to know whats going on i was under the impression you offered cryto top up which doesnt seem to be working and money has just vanished from my account,0
I got notified that my top up has been reverted. Why?,top_up_reverted,11,i got notified that my top up has been reverted why,0
"I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go??",top_up_reverted,39,i need some help i thought you guys accepted crypto top ups it wont seem to let me do it i put money in my account and now its gone and i didnt spend it where did it go,0
My top-up was just cancelled.,top_up_reverted,5,my topup was just cancelled,0
Can you explain to me why a top up would be reverted?,top_up_reverted,12,can you explain to me why a top up would be reverted,0
I topped up but my money is not showing. Why is that?,top_up_reverted,12,i topped up but my money is not showing why is that,0
My automatic top-up was unsuccessful,top_up_reverted,5,my automatic topup was unsuccessful,0
It looks like my top-up was cancelled,top_up_reverted,7,it looks like my topup was cancelled,0
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",top_up_reverted,24,hello i tried doing a topup and i thought it worked but now the money is no longer in my account can you explain,0
Reasons for top up cancellation.,top_up_reverted,5,reasons for top up cancellation,0
"Please help me, as my topup amount has been reverted, i did it correctly. I think there is some defect in system.",top_up_reverted,22,please help me as my topup amount has been reverted i did it correctly i think there is some defect in system,0
Do you support top ups?,top_up_reverted,5,do you support top ups,0
Why did my top-up not go through?,top_up_reverted,7,why did my topup not go through,0
Explain why my top up would be reverted.,top_up_reverted,8,explain why my top up would be reverted,0
Why did you revert my top up?,top_up_reverted,7,why did you revert my top up,0
I thought crypto top up with something you offered and it does not appear that it's working even though the money has disappeared out of my account. Can you tell me what's going on?,top_up_reverted,34,i thought crypto top up with something you offered and it does not appear that its working even though the money has disappeared out of my account can you tell me whats going on,0
Is there a reason for my top up to be cancelled?,top_up_reverted,11,is there a reason for my top up to be cancelled,0
The app reversed a top off I had.  What should I do?,top_up_reverted,12,the app reversed a top off i had what should i do,0
What happened to the money that I deposited?,top_up_reverted,8,what happened to the money that i deposited,0
What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.,top_up_reverted,24,whats the deal money has just disappeared out of my account i thought you offered crypto top up and it doesnt seem to working,0
Tell me how a top up would be reverted.,top_up_reverted,9,tell me how a top up would be reverted,0
i noticed that the funds were returned to my bank account. What happened?,top_up_reverted,13,i noticed that the funds were returned to my bank account what happened,0
Why have my top ups been canceled?,top_up_reverted,7,why have my top ups been canceled,0
"What did you do with my money??? I just topped up, I saw the money was there, but now it's gone!! What did you do with it?",top_up_reverted,27,what did you do with my money i just topped up i saw the money was there but now its gone what did you do with it,0
I want to know why my top-up was reverted,top_up_reverted,9,i want to know why my topup was reverted,0
I am unable to use my top-up on the app. Could you explain this to me?,top_up_reverted,16,i am unable to use my topup on the app could you explain this to me,0
"So, I was under the impression that you have an offer for crypto top up. This doesn't seem to be working. Now, the money has just disappeared from my account. What is the deal?",top_up_reverted,34,so i was under the impression that you have an offer for crypto top up this doesnt seem to be working now the money has just disappeared from my account what is the deal,0
My money disappeared! Please help??,top_up_reverted,5,my money disappeared please help,0
"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",top_up_reverted,38,hello there i tried using crypto top up today but its not working for me might it be due to the kind of bank im using or the country that im frommoney is also missing from my account,0
It appears my top-ups have been canceled.,top_up_reverted,7,it appears my topups have been canceled,0
